#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
768,1601-06-101-5944-140-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Development of Particularly Vulnerable Tribal Groups (PVTGs)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY - Development of Particularly Vulnerable Tribal Groups (PVTGs),NULL,NULL,General Area,0.0,0.0,20.0,20.0
769,1601-06-101-5944-141-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Minimum Support Price for Minor Forest Produce (MSP for MFP)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY - Minimum Support Price for Minor Forest Produce (MSP for MFP),NULL,NULL,General Area,0.0,0.0,20.0,20.0
770,1601-06-101-5944-142-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Aid to Voluntary Orgainsation Working for the Welfare of Scheduled Tribes$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY - Aid to Voluntary Orgainsation Working for the Welfare of Scheduled Tribes,NULL,NULL,General Area,0.0,0.0,20.0,20.0
771,1601-06-101-5944-144-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Tribal Festival, Research, Information and Mass Education$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,"VKY - Tribal Festival, Research, Information and Mass Education",NULL,NULL,General Area,0.0,0.0,20.0,20.0
772,1601-06-101-5944-145-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY -Monitoring and Evaluation$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY -Monitoring and Evaluation,NULL,NULL,General Area,0.0,0.0,20.0,20.0
773,1601-06-101-5944-146-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Development Programmes in the Tribal Areas (EAP)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY - Development Programmes in the Tribal Areas (EAP),NULL,NULL,General Area,0.0,0.0,20.0,20.0
774,1601-06-101-5944-148-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$VKY - Vanbandhu Kalyan Yojana$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,VKY - Vanbandhu Kalyan Yojana,NULL,NULL,General Area,0.0,0.0,20.0,20.0
775,1601-06-101-5944-296-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$Special Central Assistance to Tribal Sub Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,Special Central Assistance to Tribal Sub Scheme,NULL,NULL,General Area,0.0,0.0,20.0,20.0
776,1601-06-101-5967-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$One Stop Centre$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,One Stop Centre,NULL,NULL,NULL,General Area,0.0,102.9,0.0,0.0
777,1601-06-101-5969-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Dev. &  urban poverty  alleviation lumpsum provision for NE region and sikkim$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Dev. &  urban poverty  alleviation lumpsum provision for NE region and sikkim,NULL,NULL,NULL,General Area,0.0,770.0,0.0,0.0
778,1601-06-101-6003-149-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Pre-Matric Scholarship for Minorities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Pre-Matric Scholarship for Minorities,NULL,NULL,General Area,0.0,0.0,100.0,100.0
779,1601-06-101-6003-150-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Post-Matric Scholarship for Minorities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Post-Matric Scholarship for Minorities,NULL,NULL,General Area,0.0,0.0,100.0,100.0
780,1601-06-101-6003-151-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Merit-cum-Means Scholarship for professional and technical courses (under graduate & post-graduate)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Merit-cum-Means Scholarship for professional and technical courses (under graduate & post-graduate),NULL,NULL,General Area,0.0,0.0,20.0,20.0
781,1601-06-101-6003-152-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Maulana Azad National Fellowship for Minority Students$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Maulana Azad National Fellowship for Minority Students,NULL,NULL,General Area,0.0,0.0,20.0,20.0
782,1601-06-101-6003-153-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Free Coaching and allied schemes for Minorities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Free Coaching and allied schemes for Minorities,NULL,NULL,General Area,0.0,0.0,20.0,20.0
783,1601-06-101-6003-154-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Interest Subsidy on Educational loans for Overseas Studies$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,EM - Interest Subsidy on Educational loans for Overseas Studies,NULL,NULL,General Area,0.0,0.0,20.0,20.0
784,1601-06-101-6003-155-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$EM - Support for students clearing Prelims conducted by UPSC, SSC, State Public Service Commission etc.$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,"EM - Support for students clearing Prelims conducted by UPSC, SSC, State Public Service Commission etc.",NULL,NULL,General Area,0.0,0.0,20.0,20.0
785,1601-06-101-6003-156-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL - Seekho aur Kamao - Skill Development Initiatives$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL - Seekho aur Kamao - Skill Development Initiatives,NULL,NULL,General Area,0.0,0.0,20.0,20.0
786,1601-06-101-6003-157-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL - Nai Manzil - the Integrated Educational and Livelihood Initiative $NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL - Nai Manzil - the Integrated Educational and Livelihood Initiative ,NULL,NULL,General Area,0.0,0.0,20.0,20.0
787,1601-06-101-6003-160-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL - Upgrading Skills and Training in Traditional Arts/Crafts for Development (USTTAD)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL - Upgrading Skills and Training in Traditional Arts/Crafts for Development (USTTAD),NULL,NULL,General Area,0.0,0.0,20.0,20.0
788,1601-06-101-6003-161-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL - Scheme for Leadership Development of Minority Women$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL - Scheme for Leadership Development of Minority Women,NULL,NULL,General Area,0.0,0.0,20.0,20.0
789,1601-06-101-6003-163-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL - Grants in aid to State Channelising Agencies (SCAs) for implementation of NMDFC Programmes$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL - Grants in aid to State Channelising Agencies (SCAs) for implementation of NMDFC Programmes,NULL,NULL,General Area,0.0,0.0,20.0,20.0
790,1601-06-101-6003-164-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SDL -Equity contribution to National Minorities Development and Finance Corporation (NMDFC)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SDL -Equity contribution to National Minorities Development and Finance Corporation (NMDFC),NULL,NULL,General Area,0.0,0.0,20.0,20.0
791,1601-06-101-6003-165-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SPM - Research/Studies, Publicity, Monitoring and Evaluation of development Schemes for Minorities$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,"SPM - Research/Studies, Publicity, Monitoring and Evaluation of development Schemes for Minorities",NULL,NULL,General Area,0.0,0.0,20.0,20.0
792,1601-06-101-6003-166-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SPM - Hamari Dharohar for conservation and protection of culture and heritage on Minorities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SPM - Hamari Dharohar for conservation and protection of culture and heritage on Minorities,NULL,NULL,General Area,0.0,0.0,20.0,20.0
793,1601-06-101-6003-167-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$SPM - Scheme for containing population decline of small minority community$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,SPM - Scheme for containing population decline of small minority community,NULL,NULL,General Area,0.0,0.0,20.0,20.0
794,1601-06-101-6003-168-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Programme for Development of Minorities$Multi Sectoral Development Programme for Minorities (MSDP)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Programme for Development of Minorities,Multi Sectoral Development Programme for Minorities (MSDP),NULL,NULL,General Area,0.0,0.0,32000.0,61800.0
795,1601-06-101-6738-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Mission for Beautifying Pilgrimage Centre$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Mission for Beautifying Pilgrimage Centre,NULL,NULL,NULL,General Area,0.0,822.22,0.0,0.0
796,1601-06-101-6739-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Strengthening of State Disaster Management authorities (SDMAs) & District Disaster Management authorities (DDMAs)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Strengthening of State Disaster Management authorities (SDMAs) & District Disaster Management authorities (DDMAs),NULL,NULL,NULL,General Area,0.0,74.29,0.0,0.0
797,1601-06-102-1675-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Externally aided projects-grants for centrally sponsored scheme$ACA for externally Aided Projects$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Externally aided projects-grants for centrally sponsored scheme,ACA for externally Aided Projects,NULL,NULL,NULL,General Area,0.0,213345.39,213345.39,102114.45
798,1601-06-102-5658-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Externally aided projects-grants for centrally sponsored scheme$North Eastern States Road Investment Programme (NESRIP)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Externally aided projects-grants for centrally sponsored scheme,North Eastern States Road Investment Programme (NESRIP),NULL,NULL,NULL,General Area,0.0,7144.01,0.0,0.0
799,1601-06-103-1695-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Grants under provisio to article 275(1) of the constitution$Scheme under Tribal Sub Plan$null$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Grants under provisio to article 275(1) of the constitution,Scheme under Tribal Sub Plan,null,NULL,NULL,General Area,0.0,7012.5,4890.0,5623.5
800,1601-06-104-3272-780-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Grants from Central Road Fund$Road & Transport and Highways$Central Road Fund$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Grants from Central Road Fund,Road & Transport and Highways,Central Road Fund,NULL,NULL,General Area,0.0,17233.7,10813.0,12434.95
801,1601-07-102-0000-000-00-00-GA,Grant-in-aid from Central Government$Finance Commission Grants$Grants for Rural Local Bodies$NULL$NULL$NULL$NULL,Grant-in-aid from Central Government,Finance Commission Grants,Grants for Rural Local Bodies,NULL,NULL,NULL,NULL,General Area,0.0,105580.0,105580.0,242280.0
802,1601-07-103-0000-000-00-00-GA,Grant-in-aid from Central Government$Finance Commission Grants$Grants for Urban Local Bodies$NULL$NULL$NULL$NULL,Grant-in-aid from Central Government,Finance Commission Grants,Grants for Urban Local Bodies,NULL,NULL,NULL,NULL,General Area,0.0,19208.0,19208.0,41107.0
803,1601-07-104-4230-000-00-00-GA,Grant-in-aid from Central Government$Finance Commission Grants$Grants from Central Road Fund$Central share of SDRF$NULL$NULL$NULL,Grant-in-aid from Central Government,Finance Commission Grants,Grants from Central Road Fund,Central share of SDRF,NULL,NULL,NULL,General Area,0.0,45630.0,45630.0,47880.0
